movie_title,genres,tomatometer_rating
The Forsaken,Horror,7.0
Forsaken,Art House & International; Drama; Western,42.0
Fort Apache,Classics; Western,100.0
Fort Bliss,Drama,75.0
Fort McCoy,Drama,50.0
Fort Tilden,Comedy,88.0
Fortress 2: Re-Entry,Action & Adventure; Drama; Science Fiction & Fantasy,0.0
The Fortune,Action & Adventure; Comedy,17.0
Found,Horror,67.0
Found Footage 3D,Horror,100.0
The Fountainhead,Classics; Drama,83.0
Four,Drama,67.0
Four Brothers,Action & Adventure; Drama,52.0
Four Christmases,Comedy,25.0
The Four Feathers,Action & Adventure; Drama,41.0
Four for Texas,Classics; Comedy; Western,11.0
Four Hands (Die Vierhändige),Art House & International; Drama; Mystery & Suspense,83.0
Four Horsemen,Animation; Documentary; Special Interest,71.0
Four Kids and It,Kids & Family; Science Fiction & Fantasy,50.0
Four Lions,Comedy; Drama,82.0
Four Minutes,Art House & International; Drama,76.0
The Four Musketeers,Action & Adventure; Comedy; Kids & Family,76.0
Four Rooms,Comedy,13.0
Four Weddings and a Funeral,Comedy; Drama; Romance,96.0
The Fourth Kind,Mystery & Suspense,18.0
Fox and His Friends,Art House & International; Drama,85.0
The Fox and the Hound,Animation; Kids & Family,70.0
The Fox and the Hound 2,Animation; Kids & Family,20.0
Foxcatcher,Drama,87.0
Foxy Brown,Action & Adventure; Classics; Drama; Mystery & Suspense,60.0
FrackNation,Documentary; Special Interest,50.0
Fracture,Drama; Mystery & Suspense,71.0
Fractured,Mystery & Suspense,59.0
Fragments,Drama; Mystery & Suspense,45.0
Frailty,Horror; Mystery & Suspense,74.0
Framing John DeLorean,Documentary; Drama,89.0
Frances,Drama,66.0
Frances Ha,Comedy,92.0
Francis,Classics; Comedy; Drama; Kids & Family; Science Fiction & Fantasy,80.0
Francofonia,Documentary,87.0
Frank,Comedy; Drama,92.0
Frank & Jesse,Action & Adventure; Western,20.0
Frank & Lola,Mystery & Suspense,69.0
Frank and Ollie,Documentary; Kids & Family; Musical & Performing Arts; Television,88.0
Frank Miller's Sin City: A Dame to Kill For,Action & Adventure; Mystery & Suspense,43.0
Frank Serpico,Documentary,75.0
Frankenhooker,Comedy; Cult Movies; Horror,57.0
Frankenstein,Horror; Mystery & Suspense,100.0
Frankenstein and the Monster from Hell,Art House & International; Classics; Horror; Science Fiction & Fantasy,57.0
Frankenstein Created Woman,Classics; Drama; Horror; Science Fiction & Fantasy,62.0
Frankenstein Meets the Wolf Man,Classics; Horror; Science Fiction & Fantasy,25.0
Frankenstein Must Be Destroyed,Classics; Drama; Horror; Science Fiction & Fantasy,70.0
Frankenstein's Army,Action & Adventure; Horror,56.0
Frankenstein's Monster's Monster; Frankenstein,Documentary,88.0
Frankenweenie,Animation; Comedy; Horror; Science Fiction & Fantasy,87.0
Frankie & Alice,Drama; Mystery & Suspense,21.0
Frankie and Johnny Are Married,Comedy; Drama,67.0
Frankie Starlight,Drama,71.0
Frantz,Art House & International; Drama,91.0
Freak Show,Comedy; Drama,52.0
Freakdog (Red Mist),Art House & International; Drama; Horror; Mystery & Suspense; Science Fiction & Fantasy,6.0
Freakonomics,Documentary; Special Interest,66.0
Freaks,Classics; Drama; Horror; Mystery & Suspense,95.0
Freaks,Horror; Mystery & Suspense; Science Fiction & Fantasy,88.0
Freaky Friday,Comedy; Drama; Kids & Family,88.0
Fred Armisen: Standup For Drummers,Comedy,67.0
Fred: The Movie,Comedy; Kids & Family; Television,0.0
Fred Won't Move Out,Drama,71.0
Freddy Got Fingered,Comedy,10.0
Freddy vs. Jason,Horror; Mystery & Suspense,41.0
Freddy's Dead: The Final Nightmare,Horror,19.0
Free Angela & All Political Prisoners,Documentary; Special Interest,93.0
Free Birds,Animation; Comedy; Kids & Family,20.0
Free China: The Courage to Believe,Documentary; Special Interest,100.0
Free Enterprise,Action & Adventure; Comedy; Science Fiction & Fantasy,83.0
Free Fire,Action & Adventure; Comedy; Drama,69.0
Free Men,Drama,76.0
Free Money,Art House & International; Comedy,29.0
Free Radicals,Art House & International; Drama,63.0
Free Ride,Drama,14.0
Free Samples,Comedy; Drama,63.0
Free Solo,Documentary,97.0
Free State of Jones,Action & Adventure; Drama,47.0
Free The Mind,Documentary; Special Interest,75.0
Free the Nipple,Comedy,18.0
Free to Run,Documentary,57.0
Free Willy,Action & Adventure; Drama; Kids & Family,68.0
Free Willy 2: The Adventure Home,Action & Adventure; Kids & Family,50.0
Free Willy 3: The Rescue,Action & Adventure; Drama; Kids & Family,44.0
Freebie and the Bean,Action & Adventure; Comedy; Drama,25.0
Freedom,Drama; Musical & Performing Arts,0.0
Freedom Writers,Drama,70.0
Freedomland,Drama; Mystery & Suspense,23.0
Freeheld,Drama,48.0
Freejack,Action & Adventure; Mystery & Suspense; Science Fiction & Fantasy,18.0
Freestyle,Documentary; Musical & Performing Arts; Special Interest,89.0
Freetown,Drama,50.0
Freeway 2: Confessions of a Trickbaby (Freeway II: Confessions of a Trickbaby),Comedy; Drama; Mystery & Suspense,30.0
Freeze Frame,Drama; Horror; Mystery & Suspense,71.0
Freezer,Action & Adventure; Mystery & Suspense,33.0
The French Connection,Action & Adventure; Classics; Drama,98.0
The French Connection II,Action & Adventure; Classics; Drama,76.0
The French Lieutenant's Woman,Art House & International; Drama; Romance,79.0
French Twist (Gazon maudit),Art House & International; Comedy,55.0
Frenzy,Drama; Horror; Mystery & Suspense; Special Interest; Romance,90.0
Frequency,Action & Adventure; Drama; Mystery & Suspense; Science Fiction & Fantasy,70.0
Fresh,Drama; Mystery & Suspense,88.0
Fresh,Documentary; Special Interest,67.0
Fresh Dressed,Drama,91.0
Freshman Orientation,Comedy,32.0
Frida,Drama; Romance,75.0
Friday,Comedy,78.0
Friday the 13th - The Final Chapter,Horror,23.0
Friday After Next,Comedy,26.0
Friday Night Lights,Action & Adventure; Drama,82.0
Friday the 13th,Horror,64.0
Friday the 13th Part 2,Horror,27.0
Friday the 13th Part 3,Horror; Mystery & Suspense,11.0
Friday the 13th; Part V - A New Beginning,Horror; Mystery & Suspense,14.0
Friday the 13th; Part VI - Jason Lives,Horror,50.0
Friday the 13th Part VII - The New Blood,Horror,35.0
Friday the 13th Part VIII - Jason Takes Manhattan,Horror,8.0
Friday the 13th,Horror; Mystery & Suspense,26.0
Fried Green Tomatoes,Comedy; Drama,74.0
Friend Request,Art House & International; Horror; Mystery & Suspense,16.0
Friendly Persuasion,Classics; Drama; Western,88.0
Friends With Benefits,Comedy,69.0
Friends With Kids,Comedy; Drama,67.0
Friends With Money,Art House & International; Comedy; Drama,72.0
Fright Night,Comedy; Horror,72.0
Fritz the Cat,Animation,57.0
Frogs,Classics; Drama; Horror,29.0
Frogs for Snakes,Action & Adventure; Comedy; Mystery & Suspense,27.0
From Other Worlds,Comedy; Science Fiction & Fantasy,38.0
From Time to Time,Action & Adventure; Drama; Science Fiction & Fantasy,43.0
From Beijing with Love,Art House & International; Comedy,50.0
From Beyond,Drama; Horror; Science Fiction & Fantasy,78.0
From Beyond the Grave,Horror; Science Fiction & Fantasy,40.0
From Dusk Till Dawn,Drama; Horror; Mystery & Suspense,62.0
From Dusk Till Dawn 2: Texas Blood Money,Cult Movies; Horror; Western,9.0
From Dusk Till Dawn 3: The Hangman's Daughter,Action & Adventure; Horror,22.0
From Hell,Horror; Mystery & Suspense,57.0
From Justin To Kelly,Comedy; Musical & Performing Arts; Television; Romance,10.0
From Noon Till Three,Action & Adventure; Comedy; Drama; Western,40.0
From Nowhere,Drama,92.0
From Paris with Love,Action & Adventure,38.0
From Prada to Nada,Comedy; Drama; Romance,20.0
From Russia With Love,Action & Adventure; Classics; Mystery & Suspense,95.0
From The Head,Drama,80.0
From the Hip,Comedy,22.0
From the Land of the Moon (Mal de pierres),Art House & International; Drama; Romance,32.0
Aus dem Leben der Marionetten (From the Life of the Marionettes),Art House & International; Drama; Television,67.0
From the Terrace,Classics; Drama,31.0
From Up On Poppy Hill,Animation; Art House & International; Drama; Kids & Family,86.0
The Front,Comedy; Drama,71.0
Front Cover,Comedy,83.0
Frontera,Drama,54.0
Frontier(s),Horror; Mystery & Suspense,55.0
Frontrunners,Documentary; Drama; Special Interest,85.0
Frost (The Last International Playboy),Comedy; Drama; Romance,29.0
Frost/Nixon,Drama,93.0
Frozen,Action & Adventure; Animation; Comedy; Kids & Family,90.0
Frozen II,Action & Adventure; Animation; Comedy; Kids & Family,77.0
Frozen River,Drama,88.0
Fruitvale Station,Drama,94.0
Fubar: Balls to the Wall,Comedy,90.0
The Fugitive Kind,Classics; Drama,53.0
Fugitive Pieces,Drama,68.0
Full Tilt Boogie,Documentary; Horror; Special Interest; Television,88.0
Full Battle Rattle,Documentary; Special Interest,77.0
Full Contact,Action & Adventure; Art House & International; Drama,88.0
Full Frontal,Comedy; Drama,39.0
Full Metal Jacket,Action & Adventure; Drama,92.0
The Full Monty,Comedy; Musical & Performing Arts,96.0
Les Nuits de la pleine lune (Full Moon in Paris),Art House & International; Comedy; Drama,100.0
Fullmetal Alchemist: The Sacred Star of Milos,Action & Adventure; Animation; Anime & Manga; Science Fiction & Fantasy,83.0
Fulltime Killer,Action & Adventure; Art House & International; Drama,59.0
Fun & Fancy Free,Action & Adventure; Animation; Classics; Comedy; Kids & Family; Musical & Performing Arts,67.0
Fun in Acapulco,Classics; Comedy; Drama; Musical & Performing Arts,57.0
Fun Mom Dinner,Comedy,32.0
Fun Size,Comedy,25.0
Fun With Dick and Jane,Comedy,28.0
Funeral in Berlin,Action & Adventure; Art House & International; Classics; Drama; Mystery & Suspense,67.0
Funeral Kings,Comedy,90.0
Funny About Love,Comedy; Drama; Romance,0.0
Funny Bones,Comedy; Drama,61.0
Funny Face,Classics; Comedy; Drama; Musical & Performing Arts; Romance,87.0
Funny Girl,Classics; Comedy; Drama; Musical & Performing Arts,93.0
Funny Lady,Classics; Comedy; Drama; Musical & Performing Arts; Romance,33.0
Funny People,Comedy; Drama,69.0
Funny Story,Comedy; Drama,83.0
A Funny Thing Happened on the Way to the Forum,Art House & International; Classics; Comedy; Musical & Performing Arts,85.0
Fur: An Imaginary Portrait of Diane Arbus,Drama,32.0
Furious 7,Action & Adventure; Mystery & Suspense,82.0
Furlough,Comedy,20.0
Fury,Action & Adventure; Drama,76.0
Futurama: The Beast With a Billion Backs,Animation; Comedy; Science Fiction & Fantasy; Television,80.0
Futurama: Bender's Big Score,Animation; Comedy; Science Fiction & Fantasy,100.0
Future Weather,Drama,93.0
Future World,Mystery & Suspense; Science Fiction & Fantasy,0.0
Futureworld,Action & Adventure; Drama; Mystery & Suspense; Science Fiction & Fantasy,33.0
F/X,Action & Adventure; Mystery & Suspense,88.0
F/X 2: The Deadly Art of Illusion,Action & Adventure; Mystery & Suspense,38.0
Gabbeh,Art House & International; Drama,90.0
Gabrielle,Drama,88.0
Gacy,Drama; Horror; Mystery & Suspense,17.0
Gaga: Five Foot Two,Documentary,72.0
Gags the Clown,Comedy; Horror,43.0
Gainsbourg: A Heroic Life,Drama; Musical & Performing Arts,73.0
Galaxina,Comedy; Science Fiction & Fantasy,17.0
Galaxy Quest,Comedy; Science Fiction & Fantasy,90.0
Galveston,Action & Adventure; Drama,73.0
Gambit,Action & Adventure; Comedy; Drama; Mystery & Suspense,18.0
Game Change,Drama,68.0
Game Night,Comedy; Mystery & Suspense,85.0
Game of Death,Horror; Mystery & Suspense,56.0
Game Over; Man!,Action & Adventure; Comedy,19.0
Game 6,Art House & International; Comedy; Drama,61.0
Gamer,Action & Adventure; Mystery & Suspense; Science Fiction & Fantasy,30.0
Daikaijû Gamera (The Giant Monster Gamera),Art House & International; Science Fiction & Fantasy,20.0
Gandhi,Classics; Drama,85.0
Gandhi; My Father,Art House & International; Drama,47.0
Gang Related,Action & Adventure; Drama; Mystery & Suspense,53.0
The Gang That Couldn't Shoot Straight,Classics; Comedy; Drama,0.0
Gangs of New York,Classics; Drama,73.0
Gangster No. 1,Action & Adventure; Art House & International; Drama; Mystery & Suspense,71.0
Gangster Land (In the Absence of Good Men),Drama,0.0
Gangster Squad,Drama,31.0
Ganja & Hess,Classics; Drama; Horror,86.0
Garage Days,Art House & International; Comedy; Musical & Performing Arts; Romance,43.0
Garbo Talks,Comedy; Drama,13.0
Garden Party,Art House & International; Drama,15.0
Garden State,Comedy; Drama; Romance,86.0
Gardens of Stone,Drama,47.0
Gardens of the Night,Drama,57.0
Garfield - The Movie,Action & Adventure; Comedy; Kids & Family,14.0
Garfield: A Tail of Two Kitties,Animation; Comedy; Kids & Family,11.0
Gas Food Lodging,Drama; Romance,81.0
GasLand,Documentary,98.0
Gaslight,Classics; Drama; Mystery & Suspense,87.0
Gaslight,Classics; Drama; Mystery & Suspense,100.0
The Gate,Horror,55.0
Gate of Hell (Jigokumon),Art House & International; Drama,100.0
Ragnarok,Action & Adventure; Art House & International,69.0
The Gates,Documentary; Musical & Performing Arts; Special Interest,86.0
Gates of Heaven,Documentary; Special Interest,90.0
Gator,Action & Adventure,0.0
Gattaca,Drama; Science Fiction & Fantasy,82.0
Gaudi Afternoon,Comedy; Drama; Mystery & Suspense,29.0
Gauguin: Voyage to Tahiti,Drama; Romance,42.0
The Gauntlet,Action & Adventure; Mystery & Suspense,75.0
The Gay Divorcee,Classics; Comedy; Drama; Musical & Performing Arts; Romance,93.0
Gay Purr-ee,Animation; Comedy; Kids & Family; Musical & Performing Arts; Romance,80.0
Gay Sex in the 70s,Documentary; Special Interest,71.0
Gayby,Comedy; Drama,90.0
G.B.F.,Comedy,80.0
Gebo and The Shadow (Gebo et l'ombre),Comedy; Drama,100.0
Gedo senki (Tales from Earthsea),Action & Adventure; Animation; Science Fiction & Fantasy,43.0
Gemini,Drama; Mystery & Suspense,72.0
Gemini Man,Action & Adventure; Mystery & Suspense; Science Fiction & Fantasy,26.0
Gemma Bovery,Comedy; Drama,54.0
General Orders No. 9,Documentary; Special Interest,62.0
General della Rovere (Il generale Della Rovere),Art House & International; Drama,100.0
General Education,Comedy,0.0
Général Idi Amin Dada: Autoportrait (A Self Portrait),Art House & International; Documentary; Special Interest,82.0
The General's Daughter,Drama; Mystery & Suspense,21.0
Generation Iron,Documentary; Drama; Special Interest; Sports & Fitness,81.0
Generation Um...,Drama,0.0
Genghis Blues,Documentary; Musical & Performing Arts; Special Interest,75.0
Genius,Drama,53.0
Genius On Hold,Documentary; Special Interest,83.0
Gentleman Jim,Classics; Comedy; Drama; Romance,100.0
Gentleman's Agreement,Classics; Drama; Romance,76.0
Gentlemen Broncos,Comedy,19.0
Gentlemen Prefer Blondes,Classics; Comedy; Musical & Performing Arts; Romance,98.0
Geography Club,Comedy,67.0
George Harrison: Living In The Material World,Documentary; Musical & Performing Arts; Special Interest,86.0
George Lucas in Love,Science Fiction & Fantasy,78.0
George Of The Jungle 2,Comedy; Kids & Family,17.0
Georgia Rule,Comedy; Drama,18.0
Georgy Girl,Art House & International; Classics; Comedy; Drama; Romance,91.0
Geostorm,Action & Adventure; Drama; Mystery & Suspense; Science Fiction & Fantasy,17.0
Gerald's Game,Drama; Horror; Mystery & Suspense,91.0
Gerhard Richter Painting,Art House & International; Documentary; Musical & Performing Arts,89.0
Germinal,Art House & International; Drama,75.0
Guernica (Gernika),Drama,86.0
Geronimo - An American Legend,Action & Adventure; Drama; Western,48.0
Gerontophilia,Comedy; Romance,48.0
Gerry,Action & Adventure; Art House & International; Drama; Special Interest,61.0
Gerrymandering,Documentary; Special Interest,40.0
Get a Job,Comedy,5.0
Get Bruce,Comedy; Documentary; Television,71.0
Get Gone,Horror,0.0
Get Hard,Comedy,28.0
Get In,Art House & International; Horror; Mystery & Suspense,50.0
Get Low,Drama; Mystery & Suspense; Romance,85.0
Get Married If You Can,Comedy,20.0
Get Me Roger Stone,Documentary,88.0
Get on the Bus,Drama,89.0
Get On Up,Drama,80.0
Get Out,Horror; Mystery & Suspense,98.0
Get Out Your Handkerchiefs (Préparez vos mouchoirs),Art House & International; Comedy; Drama; Romance,88.0
Get Real,Comedy; Drama; Gay & Lesbian,79.0
Get Rich or Die Tryin',Drama,16.0
Get Santa,Comedy; Kids & Family,79.0
Get Shorty,Comedy,88.0
Get Smart,Action & Adventure; Comedy,50.0
Get the Gringo,Action & Adventure; Drama,82.0
Getaway,Action & Adventure,3.0
GETT: The Trial of Viviane Amsalem,Art House & International; Drama,100.0
Getting Even With Dad,Comedy; Drama; Kids & Family,3.0
Getting Straight,Classics; Comedy; Drama,25.0
Ghajini,Action & Adventure; Mystery & Suspense,50.0
Ghidorah; the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen),Art House & International; Science Fiction & Fantasy,75.0
The Ghost and Mrs. Muir,Classics; Science Fiction & Fantasy; Romance,100.0
The Ghost and the Darkness,Action & Adventure; Drama; Horror,49.0
Ghost Bird,Documentary,91.0
Ghost Dad,Comedy; Drama,6.0
Ghost Dog - The Way of the Samurai,Action & Adventure; Comedy; Drama,82.0
Ghost in the Machine,Horror; Science Fiction & Fantasy,11.0
Ghost in the Shell,Animation; Anime & Manga; Art House & International; Science Fiction & Fantasy,96.0
Ghost in the Shell,Action & Adventure; Drama; Science Fiction & Fantasy,43.0
Ghost in the Shell 2 - Innocence,Animation; Anime & Manga; Drama; Mystery & Suspense; Science Fiction & Fantasy,64.0
Ghost Killers vs. Bloody Mary (Exterminadores do Além Contra a Loira do Banheiro),Comedy; Horror,50.0
Ghost Light,Comedy; Horror,74.0
Ghost of Frankenstein,Classics; Horror; Science Fiction & Fantasy,75.0
Ghost Rider,Action & Adventure; Horror; Mystery & Suspense,26.0
Ghost Rider: Spirit of Vengeance,Action & Adventure; Mystery & Suspense; Science Fiction & Fantasy,18.0
Ghost Ship,Horror,16.0
Ghost Stories,Drama; Mystery & Suspense,84.0
Ghost Stories,Horror; Mystery & Suspense,33.0
Ghost Story,Horror; Mystery & Suspense,35.0
Ghost Team,Comedy,11.0
Ghost Team One,Comedy; Horror,36.0
Ghost World,Comedy; Drama,93.0
Ghostbox Cowboy,Comedy; Drama,91.0
Ghostbusters (1984 Original),Action & Adventure; Comedy; Science Fiction & Fantasy,97.0
Ghostbusters 2,Comedy; Science Fiction & Fantasy,54.0
Ghostbusters,Action & Adventure; Comedy; Science Fiction & Fantasy,74.0
Ghostlight,Comedy,63.0
Ghosts of Girlfriends Past,Comedy; Romance,27.0
Ghosts of Mississippi,Drama; Mystery & Suspense,43.0
Ghosts of Sugar Land,Documentary,100.0
Ghosts of the Abyss,Comedy; Documentary; Science Fiction & Fantasy; Special Interest,80.0
Ghosts of War,Horror,38.0
Ghoul,Horror; Mystery & Suspense,25.0
Ghoulies II,Horror,0.0
G.I. Blues,Comedy; Musical & Performing Arts; Romance,0.0
G.I. Jane,Action & Adventure; Drama,51.0
G.I. Joe: Retaliation,Action & Adventure; Science Fiction & Fantasy,28.0
G.I. Joe: The Rise of Cobra,Action & Adventure; Science Fiction & Fantasy,34.0
Gia,Drama; Mystery & Suspense,92.0
Gianni e le donne (The Salt of Life),Art House & International; Comedy; Drama,84.0
Giant,Classics; Drama; Western; Romance,95.0
The Giant Gila Monster,Classics; Horror; Mystery & Suspense,22.0
Giant Little Ones,Drama,93.0
Gidget,Classics; Comedy; Romance,50.0
Gifted,Drama,73.0
Gigante,Art House & International; Comedy; Drama,94.0
Gigi,Classics; Comedy; Musical & Performing Arts; Romance,81.0
Gigli,Action & Adventure; Comedy; Drama; Romance,6.0
Gilda,Classics; Comedy; Drama; Mystery & Suspense; Special Interest; Romance,92.0
Gilles' Wife (La Femme de Gilles),Art House & International; Drama,82.0
Gimme Danger,Documentary,94.0
Gimme Shelter,Documentary; Musical & Performing Arts; Special Interest,93.0
Gimme Shelter,Drama,29.0
Gimme The Loot,Drama,91.0
The Gingerdead Man,Comedy; Horror,60.0
Ginger e Fred (Ginger and Fred),Art House & International; Comedy; Drama,83.0
Ginger & Rosa,Drama,78.0
Ginger Snaps,Horror; Mystery & Suspense,89.0
Girl,Art House & International; Drama,85.0
Girl 27,Documentary,86.0
Girl Crazy,Classics; Comedy; Musical & Performing Arts; Romance,100.0
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),Art House & International; Comedy; Mystery & Suspense,74.0
Girl Flu.,Comedy; Kids & Family,86.0
La Fille de Monaco (The Girl from Monaco),Art House & International; Comedy; Drama,47.0
Girl In Progress,Comedy; Drama,33.0
Girl; Interrupted,Drama,53.0
Girl Model,Documentary; Mystery & Suspense; Special Interest,92.0
Girl Most Likely,Comedy,22.0
Girl On A Bicycle,Comedy; Romance,8.0
Girl on the Third Floor,Horror,84.0
Girl Rising,Documentary; Special Interest,89.0
The Girl Who Played with Fire (Flickan som lekte med elden),Art House & International; Drama; Mystery & Suspense,69.0
Girl With a Pearl Earring,Drama; Special Interest,72.0
Girl with Green Eyes,Art House & International; Classics; Drama; Romance,80.0
Red Riding Hood,Horror; Romance,10.0
Girlfight,Drama; Sports & Fitness,88.0
Girlfriend,Drama,50.0
The Girlfriend Experience,Drama,67.0
Girlfriend's Day,Comedy,43.0
Girlhood,Documentary; Special Interest,94.0
Girlhood,Drama,96.0
Girls Against Boys,Drama; Mystery & Suspense,25.0
Girls Can't Swim,Art House & International; Comedy; Drama,71.0
Girls Just Want to Have Fun,Comedy,38.0
Girls of the Sun (Les filles du soleil),Art House & International; Drama,46.0
Girls Trip,Comedy; Drama,91.0
Girls Will Be Girls,Comedy; Drama; Romance; Gay & Lesbian,58.0
Girls with Balls,Comedy,42.0
Girly,Drama; Horror,33.0
Giuliani Time,Documentary; Drama; Special Interest,85.0
Give Me Liberty,Comedy; Drama,89.0
Donne-moi la main (Give Me Your Hand),Art House & International; Drama,36.0
Give Up Tomorrow,Documentary; Special Interest,100.0
Gladiator,Action & Adventure; Classics; Drama,77.0
Glass,Drama; Mystery & Suspense,37.0
Glass: A Portrait of Philip in Twelve Parts,Documentary; Musical & Performing Arts,84.0
Glass Chin,Drama; Mystery & Suspense,85.0
The Glass House,Drama; Mystery & Suspense,21.0
Glassland,Drama,84.0
Gleason,Documentary,96.0
Glee: The 3D Concert Movie,Comedy; Documentary; Musical & Performing Arts,60.0
Glen Campbell: I'll Be Me,Documentary; Musical & Performing Arts,100.0
Glen or Glenda?,Classics; Drama,35.0
Glengarry Glen Ross,Drama,95.0
The Glenn Miller Story,Classics; Drama; Musical & Performing Arts,88.0
The Glimmer Man,Action & Adventure,12.0
Glitter,Drama; Musical & Performing Arts,6.0
Gloria,Art House & International; Drama,99.0
Gloria,Drama,100.0
Gloria Bell,Comedy; Romance,91.0
Glorious 39,Drama; Horror; Mystery & Suspense; Romance,46.0
GMO OMG,Documentary; Special Interest; Sports & Fitness,56.0
Gnomeo and Juliet,Action & Adventure; Animation; Comedy; Kids & Family; Musical & Performing Arts; Romance,56.0
Go Back to China,Drama,81.0
Go For Sisters,Drama,74.0
Go Further,Comedy; Documentary; Kids & Family; Special Interest,59.0
Go Karts (Go!),Drama,80.0
Go Tigers!,Documentary; Special Interest; Sports & Fitness,85.0
Goal II: Living the Dream,Drama,39.0
Goat,Drama,79.0
Goats,Comedy; Drama,19.0
God Bless America,Comedy; Drama,65.0
God Bless Ozzy Osbourne,Documentary; Musical & Performing Arts,67.0
God Bless the Broken Road,Drama,17.0
God Grew Tired Of Us,Documentary; Special Interest,91.0
God Help the Girl,Comedy; Drama; Musical & Performing Arts; Romance,67.0
God Knows Where I Am,Documentary,85.0
God Loves Uganda,Documentary; Special Interest,100.0
God of War,Action & Adventure; Art House & International; Drama,80.0
God Said 'Ha!',Comedy; Documentary; Musical & Performing Arts,86.0
God; Sex & Apple Pie,Comedy; Drama,17.0
God Told Me To,Drama; Horror; Mystery & Suspense; Special Interest,73.0
The Godfather,Drama,98.0
The Godfather; Part II,Drama; Mystery & Suspense,98.0
The Godfather; Part III,Action & Adventure; Drama,68.0
Gods and Generals,Classics; Drama,8.0
Gods and Monsters,Drama,95.0
God's Horses,Art House & International; Drama,100.0
The Gods Must Be Crazy II,Comedy,54.0
God's Not Dead,Comedy; Drama,12.0
God's Not Dead 2,Drama,10.0
God's Not Dead: A Light in Darkness,Drama,10.0
Gods Of Egypt,Action & Adventure; Science Fiction & Fantasy,16.0
Gods of the Plague (Gotter der Pest),Art House & International; Drama; Mystery & Suspense,80.0
God's Own Country,Art House & International; Drama; Romance,98.0
God's Pocket,Drama,37.0
Godsend,Drama; Horror; Mystery & Suspense,4.0
Godspeed,Drama; Mystery & Suspense,50.0
Godspell,Classics; Drama; Musical & Performing Arts,64.0
Godzilla,Action & Adventure; Horror; Science Fiction & Fantasy,15.0
Godzilla; Mothra and King Ghidorah: Giant Monsters All-Out Attack,Action & Adventure; Art House & International; Horror; Science Fiction & Fantasy,63.0
Godzilla: Tokyo S.O.S.,Action & Adventure; Art House & International; Science Fiction & Fantasy,80.0
Godzilla Vs Mechagodzilla II (Gojira VS Mekagojira),Action & Adventure; Art House & International; Horror; Science Fiction & Fantasy,83.0
Godzilla vs. Megalon,Horror; Science Fiction & Fantasy,38.0
Godzilla (Gojira),Action & Adventure; Art House & International; Horror; Science Fiction & Fantasy,93.0
Godzilla 2000,Action & Adventure; Art House & International; Drama; Science Fiction & Fantasy,57.0
Godzilla,Mystery & Suspense; Science Fiction & Fantasy,76.0
Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura),Art House & International; Horror; Science Fiction & Fantasy,75.0
Godzilla; King of the Monsters!,Art House & International; Classics; Horror; Science Fiction & Fantasy,83.0
Godzilla: King of the Monsters,Action & Adventure; Science Fiction & Fantasy,43.0
Godzilla Resurgence (Shin Godzilla),Action & Adventure; Drama; Science Fiction & Fantasy,86.0
Godzilla Vs. Destoroyah,Action & Adventure; Science Fiction & Fantasy,100.0
Godzilla vs. King Ghidorah (Gojira tai Kingu Gidorâ),Action & Adventure; Art House & International; Drama; Horror; Science Fiction & Fantasy,56.0
Godzilla Vs Mechagodzilla,Art House & International; Classics; Science Fiction & Fantasy,71.0
Godzilla vs. Megaguirus,Action & Adventure; Art House & International; Science Fiction & Fantasy,60.0
Godzilla vs. Space Godzilla (Gojira vs. Supesugojira),Action & Adventure; Horror; Science Fiction & Fantasy,57.0
Godzilla's Revenge (All Monsters Attack),Action & Adventure; Art House & International; Classics; Kids & Family; Science Fiction & Fantasy,25.0
Goethe! (Young Goethe in Love),Art House & International; Drama,65.0
Gogol Bordello Non-Stop,Documentary; Musical & Performing Arts,88.0
Goin' South,Comedy; Drama; Western,71.0
Going Clear: Scientology and the Prison of Belief,Documentary,95.0
Going Down In La-la Land,Comedy; Drama; Romance,67.0
Going in Style,Comedy; Drama,82.0
Going in Style,Comedy,47.0
Going My Way,Classics; Comedy; Drama; Musical & Performing Arts,81.0
Going Places (Les valseuses),Art House & International; Comedy; Drama,73.0
Going Shopping,Comedy; Drama,40.0
Going Under,Art House & International; Drama,17.0
Gold,Drama,42.0
Gold Diggers of 1933,Musical & Performing Arts,100.0
Gold Diggers of 1935,Classics; Comedy; Musical & Performing Arts,100.0
Gold Star,Drama,88.0
Elizabeth: The Golden Age,Drama; Mystery & Suspense,34.0
The Golden Bowl,Art House & International; Drama; Romance,53.0
Golden Boy,Drama,67.0
The Golden Child,Action & Adventure; Comedy; Cult Movies,26.0
Golden Door (Nuovomondo),Art House & International; Drama,72.0
Golden Exits,Drama,67.0
Golden Kingdom,Drama,100.0
The Golden Voyage of Sinbad,Action & Adventure; Art House & International; Kids & Family; Science Fiction & Fantasy,75.0
GoldenEye,Action & Adventure; Mystery & Suspense,78.0
Goldfinger,Action & Adventure; Classics; Mystery & Suspense,99.0
Goldie,Drama,95.0
The Golem (Der Golem; wie er in die Welt kam),Art House & International; Classics; Horror; Science Fiction & Fantasy,100.0
Golmaal Returns,Art House & International; Comedy,0.0
Golmaal 3,Art House & International; Comedy,38.0
