movie_title,genres,tomatometer_rating
Octav,Crime,60.0
Allied,Family,53.0
Alien,Fantasy,16.0
Friends With Kids,Musical,89.0
Avatar,Action,45.0
The Notebook,Adventure,70.0
Chronicles of Narnia,Thriller,20.0
Batman Begins,Animation,33.0
Friends With Kids,Crime,56.0
Inside Out,Horror,12.0
Ice Age 1,Drama,26.0
Terminator 2,Sci-Fi,32.0
Rambo II,Crime,87.0
Octav,Fantasy,21.0
Zootropolis,Crime,66.0
Rambo II,Adventure,73.0
Thor : Ragnarok,Comedy,72.0
Finding Dory,Family,24.0
Star Wars,Family,48.0
Iron Man ,Sci-Fi,13.0
The Martian,Horror,11.0
American Pie,Horror,12.0
Batman Begins,History,15.0
Rambo I,Family,97.0
Chronicles of Narnia,Fantasy,80.0
Brimstone,Biography,53.0
Terminator I,Sci-Fi,3.0
Harry Potter and The Chamber Of Secrets,Animation,37.0
Inside Out,History,44.0
Pretty Woman,Romance,18.0
Chronicles of Narnia,Musical,64.0
Transformers,Horror,4.0
Terminator 2,Biography,17.0
Friends With Kids,Comedy,71.0
Limitless,Animation,24.0
Transformers,History,25.0
Avengers Infinity War,Fantasy,95.0
Allied,Animation,99.0
Rambo II,Romance,28.0
Transformers,Animation,55.0
Romeo and Juliet,Action,15.0
The Martian,Biography,44.0
Zootropolis,Crime,9.0
Fantastic Beasts and Where To Find Them,Horror,97.0
The Notebook,Romance,96.0
The Dark Knight,Family,96.0
Rambo I,Animation,98.0
The Ring,Action,24.0
Wonder Woman,Horror,21.0
Shrek,Animation,72.0
Fantastic Beasts and Where To Find Them,History,66.0
Batman Begins,Musical,87.0
The Conjuring,Animation,35.0
SING,Sci-Fi,30.0
Titanic,Drama,5.0
The Martian,Animation,47.0
Pretty Woman,Thriller,90.0
The Dark Knight,Animation,98.0
The Conjuring,Comedy,0.0
The Wolf Of Wallstreet,Drama,41.0
Finding Dory,Drama,44.0
Chocolat,Adventure,51.0
The Dark Knight,Drama,28.0
Rambo II,Thriller,63.0
Ice Age 1,Biography,23.0
Romeo and Juliet,Adventure,91.0
The Ring,Family,26.0
Transformers,Animation,86.0
Harry Potter and The Chamber Of Secrets,Sci-Fi,75.0
Romeo and Juliet,Adventure,35.0
Love,Animation,87.0
Star Wars,Action,73.0
Octav,Thriller,67.0
Mr. Bean's Holiday,Animation,88.0
The Ring,Horror,2.0
Iron Man ,Drama,28.0
Transformers,Horror,46.0
Rambo II,Drama,46.0
Black Panther,Comedy,4.0
Limitless,Action,56.0
Fantastic Beasts and Where To Find Them,Animation,65.0
Star Wars,Family,9.0
Fantastic Beasts and Where To Find Them,Animation,74.0
Interstellar,Musical,23.0
Wonder Woman,Animation,60.0
Chocolat,Action,70.0
Chronicles of Narnia,Action,72.0
Harry Potter and The Sorcerer's Stone,Fantasy,17.0
Ice Age 2,Thriller,93.0
The Dark Tower,Thriller,8.0
Romeo and Juliet,Biography,25.0
Terminator 2,Thriller,1.0
Finding Dory,Biography,70.0
Star Wars,Comedy,5.0
Friends With Kids,Family,5.0
Wonder Woman,Musical,6.0
Octav,Thriller,94.0
Zootropolis,Thriller,99.0
Chronicles of Narnia,Biography,70.0
Harry Potter and The Sorcerer's Stone,Adventure,43.0
Titanic,History,87.0
Terminator I,Musical,55.0
The Martian,Crime,87.0
Limitless,Romance,27.0
Brimstone,Horror,2.0
Romeo and Juliet,Horror,69.0
Rambo I,Animation,93.0
Love,Action,2.0
Black Panther,History,53.0
Seven,Biography,47.0
The Dark Knight,Thriller,23.0
Seven,Thriller,17.0
The Ring,Horror,43.0
Snatch,Family,72.0
The Ring,Family,61.0
Terminator I,History,83.0
The Martian,Romance,37.0
Casablanca,History,37.0
Snatch,Biography,78.0
Chronicles of Narnia,Comedy,46.0
Casablanca,Drama,85.0
The Dark Tower,Biography,40.0
American Pie,Thriller,13.0
Octav,Comedy,5.0
Seven,Animation,39.0
Finding Dory,Drama,28.0
The Dark Tower,Comedy,99.0
Blood Diamond,Biography,11.0
Rambo II,Biography,39.0
Octav,Thriller,48.0
Inside Out,History,34.0
The Martian,Comedy,53.0
Love,Thriller,98.0
Shutter Island,Animation,61.0
Blood Diamond,Crime,66.0
The Dark Knight,Thriller,73.0
The Martian,Biography,60.0
Interstellar,Sci-Fi,5.0
Harry Potter and The Sorcerer's Stone,Biography,43.0
Transformers,Biography,98.0
Casablanca,Romance,97.0
Shrek,Sci-Fi,15.0
Rambo III,Biography,13.0
Octav,History,90.0
Alien,Family,85.0
Inside Out,Adventure,16.0
Avatar,Thriller,54.0
Terminator I,Horror,46.0
Ice Age 2,Horror,90.0
Iron Man ,Comedy,17.0
Terminator 2,Romance,47.0
Casablanca,Family,43.0
Shrek,Adventure,66.0
Snatch,Animation,47.0
Limitless,Crime,95.0
Blood Diamond,Romance,23.0
Shutter Island,Crime,30.0
Iron Man ,Biography,53.0
Avengers Infinity War,History,30.0
Snatch,Thriller,56.0
Seven,Sci-Fi,77.0
The Martian,Thriller,20.0
Avengers Infinity War,Biography,0.0
The Dark Tower,Thriller,95.0
Interstellar,Horror,16.0
The Godfather,Crime,76.0
Snatch,Romance,69.0
Terminator I,Crime,42.0
Love,Musical,83.0
Star Wars,Action,85.0
Rambo I,Crime,29.0
Terminator 2,Family,17.0
Blood Diamond,Animation,34.0
Transformers,Biography,89.0
Wonder Woman,Thriller,33.0
The Notebook,Thriller,36.0
Chocolat,History,27.0
Mr. Bean's Holiday,Fantasy,56.0
Love,Action,34.0
The Notebook,Crime,94.0
Chocolat,Comedy,74.0
Black Panther,Biography,61.0
Shrek,History,68.0
Brimstone,History,43.0
The Dark Tower,Thriller,91.0
SING,Sci-Fi,30.0
Rambo II,Comedy,4.0
Harry Potter and The Sorcerer's Stone,Action,18.0
The Conjuring,Action,14.0
Transformers,Family,66.0
Chronicles of Narnia,History,53.0
The Dark Tower,History,77.0
Black Panther,Crime,49.0
Rambo III,Drama,37.0
Romeo and Juliet,History,0.0
Octav,Crime,21.0
Shrek,Adventure,15.0
American Pie,Family,58.0
Ice Age 2,Horror,93.0
Mr. Bean's Holiday,Action,69.0
Harry Potter and The Sorcerer's Stone,Horror,16.0
Casablanca,Romance,2.0
Ice Age 2,Adventure,39.0
Black Panther,Animation,34.0
SING,History,80.0
Terminator I,Thriller,18.0
The Ring,Drama,46.0
Star Wars,Crime,16.0
Snatch,Thriller,8.0
Allied,Comedy,48.0
Chronicles of Narnia,Action,51.0
SING,Family,78.0
Shutter Island,Animation,22.0
The Martian,Fantasy,11.0
Harry Potter and The Chamber Of Secrets,Comedy,41.0
SING,Family,88.0
Thor : Ragnarok,Family,10.0
Fantastic Beasts and Where To Find Them,History,84.0
Finding Dory,Action,83.0
Casablanca,Comedy,36.0
Star Wars,Fantasy,50.0
The Wolf Of Wallstreet,Biography,5.0
Chronicles of Narnia,Fantasy,13.0
Pretty Woman,Sci-Fi,12.0
Allied,Family,77.0
The Notebook,Crime,57.0
Fantastic Beasts and Where To Find Them,Drama,55.0
Shutter Island,Romance,27.0
Chocolat,Crime,22.0
Terminator I,Action,71.0
Allied,Family,15.0
Octav,Adventure,1.0
Ice Age 1,Horror,18.0
The Notebook,Fantasy,23.0
Transformers,Thriller,77.0
The Martian,Thriller,16.0
The Godfather,Musical,41.0
Seven,Family,81.0
Harry Potter and The Chamber Of Secrets,Thriller,75.0
Wonder Woman,Action,24.0
Chronicles of Narnia,Romance,41.0
The Dark Tower,Crime,24.0
The Martian,Crime,17.0
Fantastic Beasts and Where To Find Them,Thriller,22.0
Inside Out,History,72.0
The Dark Knight,Sci-Fi,42.0
Interstellar,Sci-Fi,27.0
The Godfather,Animation,71.0
Alien,Drama,95.0
Zootropolis,Adventure,29.0
Seven,History,35.0
Allied,Comedy,80.0
Harry Potter and The Chamber Of Secrets,Biography,68.0
Friends With Kids,Adventure,69.0
Brimstone,Biography,11.0
The Ring,Musical,86.0
Rambo II,Comedy,27.0
Zootropolis,Thriller,13.0
The Martian,Thriller,55.0
Blood Diamond,Crime,37.0
Alien,Animation,6.0
Love,Comedy,37.0
Love,Sci-Fi,86.0
The Wolf Of Wallstreet,Comedy,13.0
Transformers,Fantasy,39.0
Limitless,Crime,29.0
Ice Age 1,Crime,82.0
Rambo II,Family,54.0
Pretty Woman,Horror,62.0
Finding Dory,Fantasy,76.0
Seven,Crime,20.0
The Dark Knight,Family,37.0
Batman Begins,Crime,81.0
Transformers,Biography,42.0
Brimstone,Romance,0.0
Black Panther,Action,78.0
Transformers,History,68.0
Seven,Crime,1.0
Mr. Bean's Holiday,Family,37.0
Snatch,Musical,56.0
Transformers,Animation,46.0
Terminator 2,Drama,36.0
Star Wars,Sci-Fi,72.0
Pretty Woman,Fantasy,96.0
Interstellar,Horror,79.0
The Dark Tower,Crime,9.0
Mr. Bean's Holiday,Horror,34.0
Octav,Comedy,58.0
Rambo II,Fantasy,3.0
The Ring,Thriller,2.0
Brimstone,Crime,25.0
Wonder Woman,Fantasy,65.0
Allied,Horror,49.0
Shrek,Family,15.0
American Pie,Drama,43.0
Rambo III,Thriller,22.0
Finding Dory,Romance,11.0
Iron Man ,Fantasy,98.0
Finding Dory,Horror,17.0
Love,Adventure,67.0
The Dark Knight,Thriller,66.0
Blood Diamond,Adventure,84.0
Blood Diamond,Family,87.0
Black Panther,Sci-Fi,20.0
Ice Age 1,Horror,65.0
The Ring,Thriller,76.0
Titanic,History,21.0
Harry Potter and The Chamber Of Secrets,Fantasy,62.0
The Wolf Of Wallstreet,Drama,13.0
Iron Man ,Adventure,8.0
Interstellar,Crime,86.0
Harry Potter and The Chamber Of Secrets,Biography,47.0
Interstellar,History,68.0
Limitless,Adventure,53.0
Zootropolis,Crime,68.0
Ice Age 2,Drama,6.0
Zootropolis,Adventure,10.0
The Dark Tower,Drama,66.0
Harry Potter and The Sorcerer's Stone,Comedy,77.0
American Pie,Thriller,31.0
Blood Diamond,Sci-Fi,21.0
SING,Animation,37.0
The Notebook,Thriller,59.0
Titanic,Drama,44.0
Rambo II,Action,34.0
Romeo and Juliet,Comedy,89.0
Star Wars,Adventure,3.0
Rambo II,Fantasy,99.0
The Martian,Crime,35.0
Shutter Island,History,80.0
Blood Diamond,Sci-Fi,56.0
Chocolat,Horror,57.0
The Dark Knight,Action,42.0
The Dark Knight,Action,90.0
Harry Potter and The Sorcerer's Stone,Romance,34.0
Terminator I,Biography,16.0
The Dark Knight,Thriller,3.0
Love,Crime,77.0
Iron Man ,Animation,49.0
Finding Dory,Musical,58.0
Pretty Woman,Romance,42.0
SING,Sci-Fi,23.0
Love,Drama,67.0
Thor : Ragnarok,History,91.0
Harry Potter and The Sorcerer's Stone,Animation,45.0
Rambo I,Animation,77.0
Shrek,Biography,74.0
The Ring,Horror,56.0
Fantastic Beasts and Where To Find Them,Musical,35.0
SING,Crime,26.0
Rambo II,Crime,74.0
Chronicles of Narnia,Biography,40.0
Harry Potter and The Sorcerer's Stone,Animation,69.0
Terminator 2,Thriller,61.0
Interstellar,Action,43.0
Terminator 2,Sci-Fi,47.0
The Dark Knight,Romance,0.0
Rambo III,Action,49.0
Chronicles of Narnia,Musical,27.0
Octav,Adventure,63.0
Love,Crime,62.0
The Dark Tower,Drama,24.0
The Ring,Animation,33.0
American Pie,Animation,95.0
Rambo II,Action,52.0
Rambo I,Drama,32.0
Rambo I,Animation,41.0
Love,Comedy,94.0
Seven,History,53.0
Wonder Woman,Adventure,45.0
Rambo I,Animation,63.0
American Pie,Family,70.0
Brimstone,Crime,85.0
The Ring,Fantasy,78.0
Rambo I,Family,49.0
The Godfather,Animation,2.0
The Martian,Drama,12.0
Allied,Drama,37.0
Finding Dory,Fantasy,60.0
Terminator I,Romance,33.0
Rambo III,Horror,62.0
Love,Horror,3.0
The Dark Knight,Adventure,30.0
Harry Potter and The Chamber Of Secrets,Romance,62.0
Harry Potter and The Sorcerer's Stone,Fantasy,71.0
Batman Begins,Thriller,21.0
Avatar,Romance,71.0
Snatch,Biography,29.0
Zootropolis,Romance,89.0
Seven,Musical,23.0
Terminator 2,Biography,92.0
Snatch,Comedy,0.0
Titanic,Family,33.0
Avatar,Thriller,61.0
Rambo III,Romance,55.0
Interstellar,Comedy,77.0
Terminator I,Action,24.0
Inside Out,Family,96.0
Batman Begins,Family,65.0
Zootropolis,Action,76.0
Rambo I,Adventure,19.0
The Godfather,Drama,82.0
Blood Diamond,Fantasy,47.0
Blood Diamond,Comedy,49.0
Ice Age 2,Fantasy,44.0
Terminator 2,Thriller,11.0
Transformers,Musical,67.0
Rambo I,Animation,23.0
Brimstone,Drama,10.0
Allied,Horror,26.0
The Notebook,Musical,70.0
The Conjuring,Biography,70.0
Avengers Infinity War,Animation,45.0
Transformers,Thriller,53.0
Alien,Fantasy,12.0
Transformers,Comedy,21.0
Snatch,Comedy,42.0
Mr. Bean's Holiday,Action,71.0
Rambo II,Adventure,43.0
Allied,Crime,99.0
Rambo III,Thriller,5.0
Finding Dory,History,64.0
SING,Biography,67.0
Transformers,Drama,13.0
Terminator I,Adventure,3.0
Black Panther,Musical,65.0
Terminator 2,Family,21.0
Ice Age 2,Sci-Fi,37.0
Chronicles of Narnia,Musical,23.0
Brimstone,Comedy,31.0
Seven,Comedy,57.0
Avatar,Adventure,4.0
Interstellar,Crime,59.0
Harry Potter and The Sorcerer's Stone,Fantasy,18.0
Mr. Bean's Holiday,Thriller,85.0
Alien,Horror,58.0
Romeo and Juliet,Fantasy,19.0
Thor : Ragnarok,Musical,82.0
Thor : Ragnarok,Musical,29.0
Romeo and Juliet,History,55.0
The Dark Tower,Musical,83.0
The Notebook,Comedy,20.0
Mr. Bean's Holiday,Family,98.0
Brimstone,Animation,72.0
The Godfather,Animation,29.0
Pretty Woman,History,67.0
Snatch,Action,91.0
Shrek,Biography,53.0
Terminator 2,Comedy,62.0
Fantastic Beasts and Where To Find Them,Drama,19.0
Transformers,Musical,71.0
American Pie,Crime,14.0
The Notebook,Romance,29.0
Shrek,Thriller,68.0
Ice Age 1,Drama,29.0
Harry Potter and The Sorcerer's Stone,Drama,20.0
Friends With Kids,Thriller,47.0
Batman Begins,Romance,83.0
Shrek,Thriller,50.0
Alien,Family,99.0
Limitless,Musical,52.0
SING,Family,85.0
Casablanca,Adventure,56.0
Black Panther,Drama,16.0
Inside Out,Musical,81.0
Finding Dory,Adventure,61.0
Wonder Woman,Animation,75.0
The Dark Tower,Family,91.0
Rambo III,Crime,63.0
Love,Sci-Fi,31.0
Shrek,Adventure,93.0
Alien,Crime,92.0
Titanic,Musical,45.0
Avengers Infinity War,Sci-Fi,70.0
Shrek,History,8.0
Alien,Family,30.0
Pretty Woman,Sci-Fi,70.0
Ice Age 2,Adventure,60.0
Wonder Woman,Romance,58.0
Ice Age 1,Crime,11.0
Finding Dory,Crime,61.0
Seven,Comedy,61.0
Wonder Woman,Crime,78.0
Love,Adventure,23.0
Titanic,Musical,17.0
American Pie,Thriller,84.0
Chronicles of Narnia,Sci-Fi,88.0
The Dark Knight,Musical,98.0
Ice Age 1,Thriller,0.0
The Dark Knight,Adventure,91.0
The Notebook,Action,74.0
Zootropolis,Family,33.0
Rambo II,History,86.0
Harry Potter and The Sorcerer's Stone,Crime,14.0
Snatch,Romance,35.0
Harry Potter and The Sorcerer's Stone,Drama,24.0
Avengers Infinity War,Romance,39.0
Rambo III,Thriller,65.0
Finding Dory,Horror,26.0
Batman Begins,Animation,76.0
Ice Age 1,Horror,3.0
Love,Comedy,50.0
Interstellar,Musical,59.0
Octav,Fantasy,39.0
Brimstone,History,34.0
Transformers,Musical,72.0
Shrek,Romance,2.0
Fantastic Beasts and Where To Find Them,Horror,85.0
Friends With Kids,Animation,78.0
Rambo II,Crime,31.0
The Godfather,Sci-Fi,73.0
Terminator 2,Musical,16.0
Terminator 2,Animation,60.0
Chronicles of Narnia,Fantasy,90.0
Shrek,Action,24.0
Casablanca,Thriller,40.0
The Dark Knight,Comedy,8.0
Mr. Bean's Holiday,Fantasy,50.0
Transformers,Musical,1.0
The Ring,History,91.0
Rambo III,Sci-Fi,71.0
Iron Man ,Thriller,49.0
Terminator I,Horror,51.0
The Ring,Animation,17.0
Terminator 2,Thriller,17.0
Rambo I,Crime,31.0
Ice Age 1,Comedy,87.0
Inside Out,Thriller,62.0
Wonder Woman,Comedy,46.0
Finding Dory,History,0.0
Black Panther,Horror,28.0
Blood Diamond,Crime,55.0
The Ring,History,80.0
Transformers,History,85.0
Ice Age 2,Romance,85.0
The Wolf Of Wallstreet,Sci-Fi,20.0
Zootropolis,Animation,73.0
Blood Diamond,Action,83.0
Pretty Woman,Biography,64.0
Rambo II,Adventure,25.0
Pretty Woman,Sci-Fi,53.0
Snatch,Adventure,70.0
Ice Age 2,Sci-Fi,66.0
Batman Begins,Horror,74.0
Snatch,Musical,17.0
Pretty Woman,Comedy,63.0
Thor : Ragnarok,Biography,9.0
Seven,Horror,72.0
Seven,Sci-Fi,35.0
Avatar,Animation,79.0
The Wolf Of Wallstreet,Crime,32.0
Mr. Bean's Holiday,Drama,91.0
The Dark Knight,History,10.0
Black Panther,Adventure,0.0
Mr. Bean's Holiday,Drama,69.0
Brimstone,Romance,70.0
Terminator I,Adventure,83.0
Casablanca,Biography,72.0
Titanic,Thriller,54.0
SING,Family,58.0
The Notebook,Sci-Fi,75.0
Love,Drama,81.0
The Dark Tower,Fantasy,14.0
Seven,Drama,12.0
Friends With Kids,Animation,29.0
Rambo II,Drama,16.0
Pretty Woman,Biography,26.0
Shrek,Thriller,64.0
The Martian,Horror,79.0
Ice Age 1,History,94.0
Chocolat,Comedy,12.0
Friends With Kids,Thriller,57.0
Wonder Woman,Drama,1.0
Love,Action,21.0
The Conjuring,History,30.0
Blood Diamond,Comedy,67.0
Avengers Infinity War,Crime,5.0
Chocolat,Thriller,96.0
The Dark Knight,Drama,66.0
Terminator 2,Horror,79.0
Pretty Woman,Musical,59.0
Shutter Island,Horror,18.0
Casablanca,Adventure,82.0
Rambo III,Musical,3.0
Black Panther,Romance,70.0
American Pie,Crime,38.0
Zootropolis,Family,42.0
Rambo I,Romance,29.0
Ice Age 2,Fantasy,74.0
Titanic,Family,10.0
The Wolf Of Wallstreet,Romance,76.0
Finding Dory,Musical,76.0
Batman Begins,History,50.0
Rambo I,Drama,47.0
Octav,Drama,24.0
Pretty Woman,Family,62.0
Seven,Biography,61.0
Iron Man ,Thriller,64.0
Chocolat,Horror,62.0
Alien,Biography,89.0
Avatar,Musical,80.0
Rambo III,Musical,69.0
Iron Man ,Horror,29.0
Star Wars,Sci-Fi,71.0
Love,Family,55.0
Allied,Biography,48.0
American Pie,Horror,77.0
Rambo I,Horror,92.0
Interstellar,Animation,36.0
Rambo I,Musical,95.0
Black Panther,History,6.0
Ice Age 1,Drama,86.0
Terminator I,Crime,88.0
Mr. Bean's Holiday,Thriller,28.0
Zootropolis,Biography,86.0
Ice Age 2,Sci-Fi,55.0
Rambo II,Sci-Fi,62.0
Black Panther,Family,43.0
Terminator 2,Biography,92.0
Love,Family,19.0
Zootropolis,Romance,8.0
Zootropolis,Thriller,8.0
Shrek,Family,54.0
Romeo and Juliet,Biography,15.0
Ice Age 1,Comedy,12.0
Interstellar,Thriller,59.0
The Godfather,Action,21.0
Harry Potter and The Chamber Of Secrets,Adventure,42.0
Zootropolis,Adventure,9.0
Batman Begins,Comedy,34.0
Star Wars,Thriller,88.0
Romeo and Juliet,Family,59.0
Shutter Island,Fantasy,51.0
Thor : Ragnarok,Family,14.0
Casablanca,Sci-Fi,12.0
Harry Potter and The Sorcerer's Stone,Action,72.0
The Dark Knight,Animation,54.0
Zootropolis,Musical,63.0
Brimstone,Comedy,12.0
Terminator I,Fantasy,79.0
Brimstone,Adventure,76.0
Shutter Island,Thriller,50.0
Seven,Horror,29.0
Friends With Kids,Biography,79.0
The Godfather,Biography,35.0
The Godfather,Thriller,62.0
Alien,Musical,46.0
Chocolat,Biography,87.0
SING,Animation,95.0
Wonder Woman,Drama,68.0
Harry Potter and The Sorcerer's Stone,Action,99.0
Rambo III,Thriller,22.0
Chocolat,Musical,64.0
Batman Begins,Family,63.0
Avengers Infinity War,Thriller,33.0
Fantastic Beasts and Where To Find Them,Family,55.0
Iron Man ,Horror,72.0
Interstellar,History,14.0
Zootropolis,Animation,69.0
Ice Age 2,History,14.0
Mr. Bean's Holiday,Adventure,19.0
Ice Age 1,Adventure,74.0
SING,History,47.0
Rambo I,Drama,98.0
The Martian,Drama,64.0
Chronicles of Narnia,Fantasy,53.0
Mr. Bean's Holiday,Adventure,34.0
The Dark Tower,Fantasy,79.0
Allied,Fantasy,18.0
Octav,Sci-Fi,19.0
Friends With Kids,Comedy,41.0
Snatch,Crime,18.0
Avengers Infinity War,Musical,73.0
Limitless,Fantasy,91.0
The Godfather,Romance,23.0
Transformers,Comedy,68.0
Interstellar,Comedy,66.0
Titanic,History,34.0
SING,Romance,6.0
The Dark Tower,Animation,7.0
Mr. Bean's Holiday,Fantasy,94.0
Iron Man ,Animation,18.0
The Conjuring,Comedy,60.0
Avatar,History,13.0
SING,Fantasy,9.0
Avengers Infinity War,Biography,79.0
Mr. Bean's Holiday,Family,46.0
Snatch,History,90.0
Friends With Kids,History,14.0
The Godfather,Drama,93.0
Rambo I,Adventure,16.0
Shrek,Adventure,1.0
The Martian,Thriller,56.0
American Pie,Romance,3.0
Rambo II,Adventure,10.0
Friends With Kids,History,39.0
Seven,History,81.0
Seven,Musical,44.0
Batman Begins,Adventure,57.0
American Pie,Thriller,24.0
Pretty Woman,Comedy,78.0
Terminator I,History,36.0
The Martian,Romance,91.0
The Godfather,Comedy,54.0
Wonder Woman,Comedy,3.0
The Dark Tower,Sci-Fi,33.0
SING,Fantasy,99.0
Fantastic Beasts and Where To Find Them,Musical,32.0
Rambo I,Musical,18.0
Rambo III,Adventure,98.0
Avatar,Horror,3.0
The Dark Knight,Adventure,67.0
Seven,Sci-Fi,69.0
Transformers,Action,21.0
Harry Potter and The Sorcerer's Stone,Romance,90.0
Seven,Adventure,33.0
The Dark Tower,Romance,61.0
Wonder Woman,Family,75.0
Wonder Woman,Biography,68.0
Avatar,Action,47.0
The Ring,Family,11.0
Star Wars,Animation,54.0
Snatch,Horror,50.0
The Notebook,Romance,2.0
Shrek,Adventure,44.0
Thor : Ragnarok,Biography,63.0
The Dark Tower,Musical,83.0
Chronicles of Narnia,Biography,83.0
Chocolat,Family,67.0
Iron Man ,Crime,72.0
Brimstone,Thriller,85.0
Finding Dory,Action,30.0
Terminator 2,Action,55.0
The Notebook,Thriller,10.0
Chronicles of Narnia,Adventure,2.0
Limitless,Animation,18.0
The Dark Knight,Sci-Fi,0.0
American Pie,Adventure,70.0
Batman Begins,History,94.0
Iron Man ,Action,41.0
Love,Family,84.0
Thor : Ragnarok,History,36.0
Titanic,Sci-Fi,49.0
Black Panther,Drama,72.0
Rambo II,Adventure,9.0
Rambo III,Adventure,25.0
Harry Potter and The Chamber Of Secrets,Thriller,60.0
Interstellar,Fantasy,60.0
Rambo III,Fantasy,76.0
Black Panther,Action,22.0
The Notebook,Musical,99.0
Rambo I,Comedy,52.0
Seven,Adventure,69.0
Terminator I,Sci-Fi,18.0
Romeo and Juliet,Romance,79.0
Iron Man ,Fantasy,97.0
Ice Age 1,Horror,33.0
Romeo and Juliet,Sci-Fi,77.0
Harry Potter and The Chamber Of Secrets,History,27.0
Wonder Woman,Adventure,41.0
Ice Age 1,Adventure,81.0
Iron Man ,Thriller,84.0
Rambo III,Fantasy,57.0
The Conjuring,Sci-Fi,94.0
The Conjuring,Romance,35.0
The Dark Tower,Thriller,77.0
Harry Potter and The Chamber Of Secrets,Sci-Fi,98.0
Thor : Ragnarok,Action,69.0
Ice Age 2,Drama,36.0
Finding Dory,Biography,10.0
Wonder Woman,Adventure,99.0
Iron Man ,Adventure,41.0
Chocolat,Sci-Fi,40.0
Allied,Action,0.0
Inside Out,Adventure,43.0
Chocolat,Crime,31.0
The Dark Tower,History,58.0
Snatch,Sci-Fi,61.0
Avengers Infinity War,Musical,47.0
Rambo I,History,10.0
Harry Potter and The Sorcerer's Stone,Comedy,63.0
Harry Potter and The Sorcerer's Stone,Biography,42.0
Allied,Biography,9.0
Star Wars,Adventure,39.0
Chocolat,Horror,88.0
Brimstone,History,49.0
Seven,Comedy,54.0
American Pie,Musical,93.0
Snatch,Thriller,62.0
Chocolat,Musical,24.0
Star Wars,Family,1.0
Alien,Sci-Fi,4.0
Chocolat,Horror,71.0
Casablanca,Sci-Fi,84.0
Finding Dory,Comedy,33.0
Shutter Island,Crime,53.0
Transformers,Sci-Fi,43.0
The Martian,Horror,87.0
The Conjuring,Sci-Fi,69.0
Blood Diamond,Fantasy,58.0
Harry Potter and The Chamber Of Secrets,Action,44.0
Octav,Fantasy,81.0
Chocolat,Crime,40.0
Chronicles of Narnia,Animation,45.0
Thor : Ragnarok,Family,7.0
Blood Diamond,Musical,32.0
Limitless,Biography,61.0
Rambo II,Animation,39.0
Harry Potter and The Chamber Of Secrets,Fantasy,36.0
Black Panther,Thriller,3.0
The Notebook,Animation,97.0
Rambo I,Romance,86.0
Inside Out,History,48.0
Friends With Kids,Musical,4.0
Rambo I,Horror,83.0
The Martian,Romance,63.0
SING,Musical,60.0
Chocolat,Crime,62.0
The Martian,Drama,91.0
American Pie,Adventure,2.0
Avatar,Family,34.0
Chocolat,Comedy,94.0
Harry Potter and The Sorcerer's Stone,Animation,4.0
Finding Dory,Biography,45.0
Chronicles of Narnia,Crime,50.0
The Conjuring,Fantasy,75.0
The Conjuring,Musical,78.0
Transformers,History,88.0
Avengers Infinity War,Fantasy,55.0
The Notebook,Romance,47.0
Allied,History,33.0
Harry Potter and The Sorcerer's Stone,Crime,59.0
Blood Diamond,Thriller,40.0
Ice Age 2,Comedy,52.0
Limitless,Action,54.0
Black Panther,Action,4.0
Rambo I,History,77.0
Titanic,Comedy,20.0
Wonder Woman,Drama,89.0
Avatar,Fantasy,50.0
Inside Out,Crime,50.0
The Conjuring,Biography,95.0
Rambo I,History,98.0
The Wolf Of Wallstreet,Horror,19.0
The Notebook,Drama,34.0
Seven,Romance,75.0
Zootropolis,Biography,44.0
Snatch,Family,76.0
Blood Diamond,Thriller,86.0
Rambo I,Family,37.0
Blood Diamond,Family,81.0
Ice Age 2,Comedy,36.0
Pretty Woman,Adventure,30.0
Limitless,Adventure,16.0
American Pie,Family,51.0
Limitless,Musical,82.0
Octav,Fantasy,55.0
Black Panther,Crime,65.0
The Godfather,Horror,90.0
Transformers,Horror,49.0
Rambo II,Fantasy,15.0
Ice Age 1,Family,63.0
Chocolat,Sci-Fi,16.0
The Martian,Family,14.0
Avatar,Thriller,25.0
Iron Man ,Sci-Fi,0.0
Seven,Crime,96.0
American Pie,Family,24.0
Harry Potter and The Chamber Of Secrets,Action,11.0
Titanic,Musical,62.0
Avatar,Biography,12.0
Harry Potter and The Chamber Of Secrets,Comedy,4.0
Casablanca,Sci-Fi,0.0
Love,Family,36.0
Shrek,Horror,74.0
The Dark Tower,Drama,38.0
The Dark Tower,Thriller,41.0
The Wolf Of Wallstreet,Comedy,77.0
Friends With Kids,Adventure,72.0
The Wolf Of Wallstreet,Thriller,64.0
Friends With Kids,Family,60.0
Mr. Bean's Holiday,Comedy,94.0
Casablanca,Animation,23.0
Shutter Island,Biography,1.0
Brimstone,History,90.0
Ice Age 1,History,37.0
Interstellar,Sci-Fi,87.0
Rambo III,Thriller,5.0
Shutter Island,Action,80.0
The Notebook,Biography,45.0
The Dark Knight,Crime,65.0
The Notebook,History,97.0
Fantastic Beasts and Where To Find Them,Crime,35.0
SING,History,5.0
Black Panther,Romance,51.0
Inside Out,Horror,10.0
Octav,Horror,65.0
Zootropolis,Sci-Fi,38.0
Thor : Ragnarok,Musical,47.0
Mr. Bean's Holiday,History,97.0
